,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.012, 0.024)","(0.018, 0.0116619037896906)","(0.013000000000000001, 0.005099019513592784)"
recall,"(0.0, 0.0)","(0.0375, 0.075)","(0.1077485380116959, 0.07399935796552476)","(0.15774853801169592, 0.06856421207992025)"
f1,"(0.0, 0.0)","(0.01818181818181818, 0.03636363636363636)","(0.030830660727178077, 0.020147881775569112)","(0.02401472730742556, 0.009502520137385182)"
ndcg,"(0.0, 0.0)","(0.014611410133843395, 0.02922282026768679)","(0.039827975520857255, 0.028395406453874363)","(0.0551504187568954, 0.024182562764497456)"
