,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.012, 0.009797958971132711)","(0.006, 0.004898979485566356)","(0.004, 0.0037416573867739412)"
recall,"(0.010526315789473684, 0.021052631578947368)","(0.032291021671826625, 0.026520710065524034)","(0.032291021671826625, 0.026520710065524034)","(0.04281733746130031, 0.039683543405433674)"
f1,"(0.00909090909090909, 0.01818181818181818)","(0.017481536417292422, 0.014279584281008497)","(0.010113481289951879, 0.008258772387283505)","(0.00731446782706173, 0.006836480757099954)"
ndcg,"(0.007439953207012929, 0.014879906414025857)","(0.017835812372715847, 0.015142305125697966)","(0.017835812372715847, 0.015142305125697966)","(0.021506700916673525, 0.020624183054319144)"
