,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.039999999999999994, 0.0282842712474619)","(0.028000000000000004, 0.007483314773547883)","(0.02, 0.00316227766016838)"
recall,"(0.07272727272727272, 0.06803013430498075)","(0.18363636363636363, 0.12732466472735707)","(0.26, 0.0703239258393226)","(0.3709090909090909, 0.05930729611018215)"
f1,"(0.04444444444444444, 0.041573970964154904)","(0.06568306010928962, 0.046290829900139184)","(0.05054873054873055, 0.013511120826570586)","(0.03795080117354999, 0.005995274150082215)"
ndcg,"(0.05014909380136391, 0.051010760780607865)","(0.09849534961260831, 0.07370340668488393)","(0.1264078417532836, 0.04886065668613559)","(0.16120388161303764, 0.04485795532012245)"
