,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.028000000000000004, 0.020396078054371138)","(0.016, 0.011999999999999999)","(0.008, 0.005999999999999999)"
recall,"(0.11333333333333333, 0.15719768163402129)","(0.2533333333333333, 0.20286832072937253)","(0.2866666666666666, 0.22568414506414342)","(0.2866666666666666, 0.22568414506414342)"
f1,"(0.039569892473118276, 0.0531248091411424)","(0.05038961038961039, 0.037035991939428685)","(0.030296495956873316, 0.022767969264681595)","(0.015562396400663033, 0.011683728411459662)"
ndcg,"(0.06354225624355074, 0.09095801125952022)","(0.11108731093530136, 0.10236545109500061)","(0.12106416435759593, 0.10470528061152676)","(0.12106416435759593, 0.10470528061152676)"
