,Top 25,Top 50,Top 100,Top 200
precision,0.101 +/- 0.048,0.07 +/- 0.032,0.045 +/- 0.017,0.029 +/- 0.01
recall,0.117 +/- 0.073,0.188 +/- 0.114,0.224 +/- 0.108,0.292 +/- 0.128
f1,0.085 +/- 0.046,0.08 +/- 0.04,0.061 +/- 0.024,0.045 +/- 0.016
ndcg,0.163 +/- 0.099,0.173 +/- 0.1,0.177 +/- 0.093,0.195 +/- 0.095
