,Top 25,Top 50,Top 100,Top 200
precision,0.105 +/- 0.052,0.072 +/- 0.032,0.047 +/- 0.017,0.03 +/- 0.011
recall,0.108 +/- 0.067,0.161 +/- 0.092,0.204 +/- 0.087,0.264 +/- 0.126
f1,0.086 +/- 0.048,0.08 +/- 0.039,0.064 +/- 0.024,0.047 +/- 0.018
ndcg,0.164 +/- 0.09,0.167 +/- 0.091,0.172 +/- 0.082,0.188 +/- 0.091
