#rank	DIAMOnD_node	p_hyper
1	CTNNB1	1.5381191713931082e-15
2	SP1	7.4847621303696e-16
3	AKT1	6.099392267275078e-16
4	PCNA	1.3510580771874946e-15
5	HDAC6	7.820269082843092e-16
6	GAPDH	1.791725424565276e-15
7	PARK2	4.0992658180497564e-16
8	HSP90AA1	2.1343297868120221e-16
9	MDM2	7.181258014706992e-16
10	FUS	3.464702412258531e-16
11	UCHL1	2.1749447254868373e-16
12	VCP	2.979780288376481e-16
13	CUL4A	8.550150276461334e-17
14	CUL1	1.6715429958940895e-16
15	HSP90AB1	4.3564220364597124e-17
16	EEF2	2.0395288702492815e-17
17	PSMA3	2.9149585711835593e-17
18	PKM	4.092071357335888e-18
19	HSPA9	1.491916739250663e-17
20	CDK9	6.1847265048265184e-18
21	ATP5A1	9.506214802887968e-19
22	METTL14	1.2884933869754985e-17
23	HUWE1	3.8829963817954236e-18
24	SLC25A5	9.872876400192145e-19
25	BRD4	5.570947216027253e-19
26	MAP2K3	3.0944787374325405e-19
27	TARDBP	2.516856227888863e-19
28	METTL3	8.915060510904469e-20
29	HSPA8	6.395358784265792e-20
30	FN1	1.2121659080134506e-19
31	RPS4X	2.6022248195660733e-20
32	AR	1.3004734271773806e-20
33	PABPC1	2.6742338356913654e-20
34	CUL2	5.7081498049809255e-21
35	FZR1	2.612686372654662e-21
36	HIF1A	1.340662764466023e-21
37	ALDOA	1.879218705226591e-21
38	PGK1	1.5617977358779046e-21
39	MCM2	2.8493556990083827e-21
40	RPL12	6.381967190784863e-22
41	RPS3	3.464678669092202e-22
42	RPS15A	1.0436422847248007e-22
43	RPS27	1.5961330461353557e-23
44	PTEN	3.652697625919311e-24
45	PRPF8	2.5371671396769725e-24
46	RPL21	5.34849965205527e-25
47	RPS23	5.195188378786809e-26
48	RPL7	2.4027811954250996e-26
49	RPS9	3.576223270318063e-27
50	RPL10A	3.7609843597390195e-28
51	RPS25	3.548458262409646e-29
52	RPS5	1.2804645505173218e-29
53	RPL23	1.8637701382013992e-30
54	RPS7	2.4441342623152587e-31
55	RPS16	3.215537884740046e-32
56	RPL4	9.787575590821229e-33
57	RPS11	1.1017070771653584e-33
58	RPLP2	1.168175788943607e-34
59	RPL24	3.437735320957229e-35
60	RPS3A	1.6424015251985594e-35
61	RPL27	1.7688699313208194e-36
62	RPS18	1.2426721902395647e-37
63	RPL22	1.1388201116938181e-38
64	RPS20	1.2824844495823357e-39
65	RPL30	1.6516438767685251e-40
66	RPL9	3.7975559672888507e-41
67	RPL5	4.037874006398186e-42
68	RPL18A	4.186482244501439e-43
69	RPL27A	8.88262199864973e-44
70	RPS14	1.3696427038902716e-44
71	RPL11	1.2101673114098495e-45
72	RPSA	1.2170730872831332e-46
73	UBL4A	1.0004054161904088e-47
74	RPL38	5.037227496577104e-49
75	RPL6	1.0130137729536166e-49
76	RPL3	2.7732199847192784e-50
77	RPL14	2.4457702958008052e-51
78	RPLP1	3.6873727893021464e-52
79	LOC101929876	9.32220516419611e-54
80	RPL15	8.845602069691201e-53
81	RPL23A	3.678012940502118e-53
82	RPS13	2.4841464229758588e-54
83	RPL7A	8.354781739207343e-55
84	RPL10L	3.911385821613079e-56
85	RPS12	1.6676524258169435e-57
86	RPS2	1.5749366716849557e-57
87	RPS8	1.3411270954903934e-57
88	RPL34	2.626926322483317e-58
89	RPLP0P6	3.885165999315323e-58
90	RPL32	1.7279176978048019e-59
91	RPL8	9.935772057337151e-60
92	RPLP0	1.3150589731302792e-60
93	RPL37A	7.245215135876194e-61
94	RPS21	4.559722481455744e-61
95	RPL17	6.050124975737086e-61
96	RPS24	5.3407236969765575e-61
97	RPS10	6.153724977270419e-62
98	RPL19	5.731150722801053e-63
99	AAR2	4.596174470459612e-63
100	RPL35	4.4691256969336615e-64
101	RPL13A	2.0191027083825852e-64
102	RPS19	2.2398255660719647e-65
103	NCL	1.5189526802249658e-65
104	REST	8.725965836536001e-67
105	RPL31	3.759874895515552e-67
106	RPS17	2.3245523960099046e-68
107	RPS28	6.463762984107777e-68
108	ARIH2	4.722391354086096e-69
109	RPL36	1.4510793594193226e-69
110	HNRNPU	4.029254435896905e-68
111	ITFG1	7.024614547222059e-69
112	VRK1	5.155795097452468e-68
113	RPL10	1.0747707189763837e-68
114	RPL35A	6.891927339735155e-68
115	RBM39	1.116286475656342e-68
116	MEPCE	3.568073480561607e-68
117	CYLD	5.778402565287106e-68
118	PIH1D1	9.690561533718997e-67
119	CAND1	5.055306237997761e-67
120	RPL26	1.066480496773675e-67
121	SNRNP70	1.0538104465315864e-66
122	RPS27L	1.631034050781053e-67
123	PAN2	7.201022730597352e-67
124	HEXIM1	1.337464018237589e-65
125	EFTUD2	2.95331866600997e-66
126	RPS27A	1.9242477472763486e-67
127	LARP7	1.5308004015444908e-66
128	ILF3	1.1742423070215398e-66
129	DUX4	1.7316920176460983e-67
130	WWP2	6.86213025370988e-67
131	PCBP1	1.021089039216883e-66
132	RPL28	1.696426201065785e-67
133	BTF3	3.5359152360005435e-67
134	CHD3	7.636762532610547e-67
135	NFX1	7.250130494610598e-67
136	RPL29	1.329271048278809e-67
137	PPP1CC	2.3295498750408257e-68
138	HNRNPM	8.53252437781985e-67
139	UFL1	2.5700539405142306e-67
140	HMGB1	3.160164829973936e-67
141	RPS29	6.34674105270548e-67
142	PRC1	2.6345280645241927e-66
143	ZC3H18	5.79179431312272e-66
144	GNB2L1	1.740606852303126e-66
145	RIN3	1.451257401744591e-66
146	NR2C2	1.1155019180216328e-65
147	RIOK1	1.2113412304347376e-66
148	ILF2	3.553713196324099e-66
149	RECQL4	2.1090036560240797e-66
150	GRWD1	2.466084355540364e-67
151	RC3H1	3.6054620847849065e-67
152	RC3H2	1.8456198318490706e-67
153	DDX21	4.27922390791501e-68
154	RRS1	1.7313785307719248e-68
155	GNL3	2.3327253523111664e-68
156	CUL3	5.507268576133378e-69
157	FANCD2	1.5904241895598214e-68
158	MYBBP1A	4.1040504898604916e-69
159	CHD4	2.552440896582361e-69
160	DHX9	5.503619073734789e-69
161	BIRC3	8.262616946866342e-69
162	NOP2	5.140011584998663e-70
163	BRIX1	4.473919866946449e-71
164	KIF23	3.3603595899608868e-71
165	RPL26L1	1.3849176803720889e-71
166	RSL1D1	1.2831303985912196e-72
167	YBX1	1.6862955112406282e-70
168	STAU1	3.1406574889100937e-71
169	COPS5	4.465067967380105e-72
170	WDR5	8.123829000519076e-73
171	DDX18	4.2074138087079394e-73
172	DDRGK1	2.558415063103596e-72
173	GTPBP4	6.028866211388165e-72
174	MATR3	1.547346212201264e-71
175	FBL	2.1243917058850308e-72
176	FBXW7	3.8746371608031284e-73
177	EBNA1BP2	1.5921870007138656e-73
178	DDX24	1.815178673412876e-74
179	HIST1H4A	4.021756821897394e-74
180	ZC3HAV1	1.6364436410694357e-73
181	FTSJ3	3.3327456614021795e-74
182	SRSF5	2.9991594599487587e-74
183	PRKRA	8.246230026775758e-75
184	SRSF6	8.625289886273731e-76
185	CIT	2.7128421464643126e-75
186	ANLN	4.769592427550901e-75
187	LYAR	1.747557129008906e-75
188	KIF20A	6.51942144257464e-76
189	LARP1	1.6316423967873516e-76
190	NIFK	1.6726182837826283e-76
191	KRR1	2.3295576648836473e-75
192	DKC1	2.959619282017896e-76
193	KIAA0020	8.941367231541823e-77
194	KIF14	4.8942070285604314e-76
195	NOP58	2.419134293443978e-77
196	ECT2	1.4246649432391384e-77
197	HIST1H1E	1.1360698403038843e-77
198	SRSF1	1.0509560301767975e-78
199	DDX56	2.060024380023419e-79
200	RBM34	7.602805093832844e-78
