,Top 50,Top 100,Top 200,Top N
precision,0.007474518686296716,0.0144960362400906,0.026047565118912798,0.053227633069082674
recall,0.66,0.64,0.575,0.4635108481262327
f1,0.014781634938409855,0.0283499446290144,0.04983748645720477,0.0954896383583909
ndcg,0.24698881543850137,0.291226655006062,0.3138198660893335,0.306638627975026
