,Top 50,Top 100,Top 200,Top N
precision,0.012072434607645875,0.019114688128772636,0.028169014084507043,0.012072434607645875
recall,0.24,0.19,0.14,0.20689655172413793
f1,0.022988505747126433,0.03473491773308958,0.04690117252931324,0.022813688212927754
ndcg,0.12232473747285598,0.11360566162932731,0.10163130684864778,0.11049320834029697
