,Top 50,Top 100,Top 200,Top N
precision,0.0,0.0,0.125,0.0
recall,0.0,0.0,0.005,0.0
f1,0.0,0.0,0.009615384615384616,0.0
ndcg,0.0,0.0,0.1175227747072427,0.0
