,Top 50,Top 100,Top 200,Top N
precision,0.006102212051868803,0.012204424103737605,0.020594965675057208,0.020594965675057208
recall,0.32,0.32,0.27,0.24434389140271492
f1,0.011976047904191617,0.02351212343864805,0.03827072997873848,0.03798804080196975
ndcg,0.12981347396674078,0.16306086855534796,0.1630267087776694,0.15122307935435364
