,Top 50,Top 100,Top 200,Top N
precision,0.04,0.03,0.015,0.03529411764705882
recall,0.014705882352941176,0.022058823529411766,0.022058823529411766,0.022058823529411766
f1,0.021505376344086023,0.02542372881355932,0.017857142857142853,0.027149321266968323
ndcg,0.030218560137688057,0.026146996290798377,0.020380837385468496,0.029356573779191698
