,Top 50,Top 100,Top 200,Top N
precision,0.0,0.01,0.015,0.009615384615384616
recall,0.0,0.0055248618784530384,0.016574585635359115,0.0055248618784530384
f1,0.0,0.0071174377224199285,0.015748031496062992,0.007017543859649123
ndcg,0.0,0.008152727586611078,0.013417221543543693,0.007926498897158943
