,Top 50,Top 100,Top 200,Top N
precision,0.04,0.02,0.01,0.024691358024691357
recall,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.03076923076923077
f1,0.03478260869565217,0.02424242424242424,0.015094339622641508,0.0273972602739726
ndcg,0.05305497089807332,0.03763683605094058,0.03763683605094058,0.037964378105696944
