,Top 50,Top 100,Top 200,Top N
precision,0.08,0.06,0.06,0.08333333333333333
recall,0.014035087719298246,0.021052631578947368,0.042105263157894736,0.017543859649122806
f1,0.023880597014925373,0.031168831168831172,0.04948453608247423,0.028985507246376812
ndcg,0.12825633843627815,0.09470902931933041,0.08107626931998525,0.12475506780342133
