,Top 50,Top 100,Top 200,Top N
precision,0.012048192771084338,0.012048192771084338,0.060240963855421686,0.012048192771084338
recall,0.02,0.01,0.025,0.018518518518518517
f1,0.015037593984962407,0.010928961748633882,0.0353356890459364,0.014598540145985401
ndcg,0.012264139333332563,0.008411732859634136,0.062217653935594884,0.01163557817729786
