,Top 50,Top 100,Top 200,Top N
precision,0.01312910284463895,0.019693654266958426,0.03282275711159737,0.01312910284463895
recall,0.12,0.09,0.075,0.1111111111111111
f1,0.023668639053254437,0.03231597845601436,0.045662100456621,0.023483365949119372
ndcg,0.06023591412994695,0.05566716282839077,0.05447296475075499,0.05714870557896269
