,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.0466476151587624)","(0.032, 0.027129319932501072)","(0.016, 0.013564659966250536)","(0.009000000000000001, 0.008)"
recall,"(0.20666666666666664, 0.1936778539511193)","(0.27999999999999997, 0.2315167380558045)","(0.27999999999999997, 0.2315167380558045)","(0.3133333333333333, 0.2696499788820891)"
f1,"(0.0778494623655914, 0.07516921212887218)","(0.057402597402597386, 0.04852452767208163)","(0.030260557053009878, 0.025615288278069703)","(0.017494672034098983, 0.015536394584381911)"
ndcg,"(0.10934831400787874, 0.11705145627047894)","(0.13406773079921291, 0.12160825060377307)","(0.13406773079921291, 0.12160825060377307)","(0.14201556911987248, 0.12755922179130036)"
