,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.002, 0.0024494897427831783)"
recall,"(0.0, 0.0)","(0.08, 0.09797958971132713)","(0.08, 0.09797958971132713)","(0.08, 0.09797958971132713)"
f1,"(0.0, 0.0)","(0.014545454545454545, 0.017814470856604932)","(0.007619047619047618, 0.009331389496316867)","(0.003902439024390244, 0.004779492181040347)"
ndcg,"(0.0, 0.0)","(0.027712765519570016, 0.03396574572315569)","(0.027712765519570016, 0.03396574572315569)","(0.027712765519570016, 0.03396574572315569)"
