,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.002, 0.002449489742783178)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.025, 0.05000000000000001)","(0.05357142857142857, 0.06585388898066348)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0037037037037037034, 0.007407407407407407)","(0.0038554440728353775, 0.00472195820279274)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.007979453856244817, 0.015958907712489635)","(0.015325341063927345, 0.018796346316078894)"
