,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.002449489742783178)"
recall,"(0.025, 0.05000000000000001)","(0.025, 0.05000000000000001)","(0.025, 0.05000000000000001)","(0.05, 0.06123724356957946)"
f1,"(0.012121212121212121, 0.02424242424242424)","(0.006896551724137933, 0.013793103448275864)","(0.0037037037037037034, 0.007407407407407407)","(0.0038461538461538464, 0.0047105571976599585)"
ndcg,"(0.012647135138382856, 0.02529427027676571)","(0.012647135138382856, 0.02529427027676571)","(0.012647135138382856, 0.02529427027676571)","(0.01964531045851406, 0.025664843698874482)"
