,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.003, 0.002449489742783178)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.06666666666666667, 0.0816496580927726)","(0.1, 0.0816496580927726)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.014285714285714285, 0.01749635530559413)","(0.007547169811320755, 0.009243357519936522)","(0.005825242718446601, 0.004756290762685782)"
ndcg,"(0.028292279581638637, 0.03467029921706481)","(0.028292279581638637, 0.03467029921706481)","(0.028292279581638637, 0.03467029921706481)","(0.03649840285231919, 0.031734076583764884)"
