,Top 25,Top 50,Top 100,Top 200
precision,"(0.15199999999999997, 0.058787753826796275)","(0.08399999999999999, 0.0265329983228432)","(0.05, 0.014142135623730952)","(0.03, 0.005477225575051662)"
recall,"(0.24666666666666667, 0.09629959039949813)","(0.27249999999999996, 0.08690671882989127)","(0.32416666666666666, 0.09137833441248533)","(0.38916666666666666, 0.06879922480183431)"
f1,"(0.18804878048780488, 0.07292805284885917)","(0.1283916083916084, 0.040607746600299297)","(0.08662668665667166, 0.02447085261421589)","(0.05570198105081825, 0.01013593499473126)"
ndcg,"(0.1892565391408471, 0.08394395117840962)","(0.2022577412526641, 0.07437820086191178)","(0.22355690692830715, 0.07846325562710224)","(0.2466162081448072, 0.06149865598669152)"
