,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.004)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.11333333333333333, 0.15719768163402129)"
f1,"(0.012903225806451613, 0.025806451612903226)","(0.007142857142857143, 0.014285714285714285)","(0.0037735849056603774, 0.007547169811320754)","(0.005844186597205777, 0.007800163645407372)"
ndcg,"(0.03026024134988135, 0.0605204826997627)","(0.03026024134988135, 0.0605204826997627)","(0.03026024134988135, 0.0605204826997627)","(0.05024645971198012, 0.0636470654568235)"
