,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.052000000000000005, 0.048332183894378294)","(0.036000000000000004, 0.02154065922853802)","(0.024, 0.009695359714832657)"
recall,"(0.07818181818181817, 0.07443450723803172)","(0.2581818181818182, 0.2428889485388622)","(0.35454545454545455, 0.22036783674364638)","(0.46909090909090906, 0.2042199430123487)"
f1,"(0.045396825396825394, 0.04268159224954491)","(0.08655737704918033, 0.08062626262558245)","(0.06535626535626536, 0.039253163665673815)","(0.04566012186865267, 0.018517681567071977)"
ndcg,"(0.07194781955573082, 0.07675401543567999)","(0.1482520906235792, 0.11274814416861563)","(0.1836129896763472, 0.11172141396653484)","(0.21988008539791415, 0.10366992708609975)"
