,Top 25,Top 50,Top 100,Top 200
precision,"(0.048, 0.0466476151587624)","(0.031999999999999994, 0.027129319932501075)","(0.019999999999999997, 0.01673320053068151)","(0.009999999999999998, 0.008366600265340755)"
recall,"(0.27, 0.24819347291981714)","(0.36, 0.2709243436828813)","(0.45999999999999996, 0.37603191353926335)","(0.45999999999999996, 0.37603191353926335)"
f1,"(0.0813793103448276, 0.07831762519491525)","(0.058720538720538715, 0.04928888136311091)","(0.03831501831501831, 0.03200496915623693)","(0.01956958393113343, 0.016359485101606244)"
ndcg,"(0.1593059243126966, 0.14677819152506896)","(0.18823838022326062, 0.15195676149497317)","(0.21263392078262638, 0.17321808475795905)","(0.21263392078262638, 0.17321808475795905)"
