,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.012, 0.0074833147735478825)","(0.006, 0.0037416573867739412)"
recall,"(0.09, 0.11135528725660043)","(0.19, 0.1854723699099141)","(0.29, 0.19078784028338913)","(0.29, 0.19078784028338913)"
f1,"(0.027126436781609198, 0.03323091678086005)","(0.029494949494949498, 0.027681273032333375)","(0.023040293040293043, 0.014400962754859453)","(0.011755141080822573, 0.00733916389765549)"
ndcg,"(0.06278143425113258, 0.08493146251171514)","(0.09306726099552637, 0.08893382843379691)","(0.11829528254440247, 0.07761816214116432)","(0.11829528254440247, 0.07761816214116432)"
