,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.01, 0.010954451150103323)","(0.011, 0.007348469228349535)"
recall,"(0.02857142857142857, 0.03499271061118826)","(0.02857142857142857, 0.03499271061118826)","(0.07142857142857142, 0.07824607964359515)","(0.1582417582417582, 0.10410021831024212)"
f1,"(0.020512820512820513, 0.025122971720853107)","(0.0125, 0.015309310892394864)","(0.017543859649122806, 0.01921833535105846)","(0.020569523057347196, 0.013728300771561253)"
ndcg,"(0.01668420109218755, 0.020512795958004777)","(0.01668420109218755, 0.020512795958004777)","(0.033614838622641835, 0.03569813819852861)","(0.06293862475292972, 0.046351846340180705)"
