,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.02, 0.01788854381999832)","(0.012, 0.0074833147735478825)","(0.007000000000000001, 0.005099019513592784)"
recall,"(0.06666666666666667, 0.0816496580927726)","(0.16666666666666666, 0.14907119849998596)","(0.2, 0.1247219128924647)","(0.2333333333333333, 0.16996731711975951)"
f1,"(0.025806451612903226, 0.031606319261718425)","(0.03571428571428571, 0.031943828249996996)","(0.022641509433962266, 0.014119461836882796)","(0.013592233009708738, 0.009901008764257833)"
ndcg,"(0.08393300132735541, 0.11836226409494038)","(0.11878895849356727, 0.11414241055468131)","(0.12797966879649378, 0.10574902695212485)","(0.13596661055117482, 0.11038436812493653)"
