,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.01, 0.006324555320336759)","(0.006, 0.0037416573867739412)"
recall,"(0.07222222222222222, 0.05918687709072921)","(0.09722222222222222, 0.09296222517045283)","(0.11944444444444444, 0.07934920476158723)","(0.14166666666666666, 0.08888888888888888)"
f1,"(0.03600713012477719, 0.029406902855331592)","(0.027469316189362953, 0.025774334670467244)","(0.018450560652395514, 0.011712435214575887)","(0.011510857563489142, 0.007178354587130533)"
ndcg,"(0.07657925230415186, 0.0928507616012086)","(0.08669696041485814, 0.09394396502221589)","(0.0941982706282557, 0.0880333209330695)","(0.10060291239401686, 0.08672343733096387)"
