,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)"
recall,"(0.0, 0.0)","(0.025, 0.05)","(0.025, 0.05)","(0.025, 0.05)"
f1,"(0.0, 0.0)","(0.006896551724137933, 0.013793103448275865)","(0.0037037037037037034, 0.007407407407407407)","(0.0019230769230769232, 0.0038461538461538464)"
ndcg,"(0.0, 0.0)","(0.01030969400434692, 0.02061938800869384)","(0.01030969400434692, 0.02061938800869384)","(0.01030969400434692, 0.02061938800869384)"
