,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.005, 0.0031622776601683794)"
recall,"(0.21666666666666665, 0.19436506316151)","(0.21666666666666665, 0.19436506316151)","(0.21666666666666665, 0.19436506316151)","(0.26666666666666666, 0.1615893285805443)"
f1,"(0.05566502463054188, 0.0517499349228331)","(0.029769392033542973, 0.027754716198164192)","(0.015421956684092608, 0.014401160021740344)","(0.009813580604655656, 0.006200574524786182)"
ndcg,"(0.07767447180427896, 0.07139362670766881)","(0.07767447180427896, 0.07139362670766881)","(0.07767447180427896, 0.07139362670766881)","(0.08875789625150891, 0.062182158574154864)"
