,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.012, 0.0074833147735478825)","(0.009, 0.007348469228349534)"
recall,"(0.09, 0.11135528725660043)","(0.19, 0.1854723699099141)","(0.29, 0.19078784028338913)","(0.44000000000000006, 0.37336309405188944)"
f1,"(0.027126436781609198, 0.03323091678086005)","(0.029494949494949498, 0.027681273032333375)","(0.023040293040293043, 0.014400962754859453)","(0.017637494021999045, 0.014413981365034271)"
ndcg,"(0.06231625544651061, 0.08473290918545313)","(0.09278140392801693, 0.08829844216261809)","(0.11805094535261276, 0.07725385130295073)","(0.14956444562721236, 0.09894093526534545)"
