,Top 25,Top 50,Top 100,Top 200
precision,"(0.176, 0.054258639865002144)","(0.11200000000000002, 0.03709447398198282)","(0.06200000000000001, 0.02315167380558045)","(0.039, 0.009695359714832659)"
recall,"(0.285, 0.08602325267042626)","(0.365, 0.12587471725666138)","(0.4041666666666667, 0.15594692829435416)","(0.5083333333333333, 0.1347580135733019)"
f1,"(0.21756097560975612, 0.06644092257594272)","(0.1713752913752914, 0.05728129830662526)","(0.10749625187406298, 0.0403074794662957)","(0.07243755383290267, 0.018088162911128566)"
ndcg,"(0.26174058706762887, 0.06459930884974015)","(0.30178974344376075, 0.09790257030451165)","(0.31846699350557606, 0.10859539491608632)","(0.356619430150852, 0.09813877241340704)"
