,Top 25,Top 50,Top 100,Top 200
precision,"(0.15199999999999997, 0.0466476151587624)","(0.088, 0.03249615361854385)","(0.044, 0.016248076809271924)","(0.022, 0.008124038404635962)"
recall,"(0.4222222222222222, 0.12957670877434005)","(0.48888888888888893, 0.18053418676968802)","(0.48888888888888893, 0.18053418676968802)","(0.48888888888888893, 0.18053418676968802)"
f1,"(0.2235294117647059, 0.06859943405700354)","(0.1491525423728814, 0.0550782264721082)","(0.08073394495412844, 0.02981298497114114)","(0.042105263157894736, 0.015548398860547293)"
ndcg,"(0.4903102998953601, 0.12869669321387314)","(0.5177612896380379, 0.1457061850974602)","(0.5177612896380379, 0.1457061850974602)","(0.5177612896380379, 0.1457061850974602)"
