,Top 25,Top 50,Top 100,Top 200
precision,"(0.07999999999999999, 0.05059644256269407)","(0.052000000000000005, 0.02993325909419153)","(0.026000000000000002, 0.014966629547095765)","(0.015, 0.008366600265340755)"
recall,"(0.2, 0.1264911064067352)","(0.26, 0.14966629547095767)","(0.26, 0.14966629547095767)","(0.29999999999999993, 0.1673320053068151)"
f1,"(0.11428571428571428, 0.0722806322324201)","(0.08666666666666667, 0.04988876515698589)","(0.04727272727272728, 0.027212053721992303)","(0.02857142857142857, 0.015936381457791915)"
ndcg,"(0.1832372131600157, 0.10352749396985497)","(0.2079167044207005, 0.10331488599403355)","(0.2079167044207005, 0.10331488599403355)","(0.22007059198796672, 0.10388796621661134)"
