,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.016, 0.014966629547095765)","(0.013999999999999999, 0.013564659966250536)","(0.008, 0.005999999999999999)"
recall,"(0.06944444444444445, 0.09043789220055391)","(0.09166666666666666, 0.0840708108356753)","(0.15833333333333333, 0.15)","(0.18055555555555552, 0.1320540480444968)"
f1,"(0.035650623885918005, 0.04724212127908006)","(0.027235534774985394, 0.025399465773075062)","(0.02572205232755691, 0.02487935529684025)","(0.01532020610967979, 0.011478666755659795)"
ndcg,"(0.1272570965504583, 0.16122025600866155)","(0.13597489006986735, 0.15516819409812624)","(0.1591577851249565, 0.16030910803568457)","(0.16532529893834985, 0.15455726236322853)"
