,Top 25,Top 50,Top 100,Top 200
precision,"(0.096, 0.032)","(0.05600000000000001, 0.0233238075793812)","(0.028000000000000004, 0.0116619037896906)","(0.016, 0.0058309518948453)"
recall,"(0.4666666666666667, 0.16865480854231357)","(0.5399999999999999, 0.233238075793812)","(0.5399999999999999, 0.233238075793812)","(0.6133333333333333, 0.22070593809662464)"
f1,"(0.15913978494623654, 0.053789241121250685)","(0.10142857142857142, 0.04234722224949673)","(0.05322551662174303, 0.022195699434679594)","(0.0311816244376036, 0.011351699483202816)"
ndcg,"(0.2954809447582517, 0.12377495731090976)","(0.3210110380730405, 0.12293146403993221)","(0.3210110380730405, 0.12293146403993221)","(0.3382020573161016, 0.10562787932988124)"
