,Top 25,Top 50,Top 100,Top 200
precision,"(0.096, 0.05986651818838306)","(0.064, 0.029393876913398138)","(0.052000000000000005, 0.013266499161421601)","(0.040999999999999995, 0.0037416573867739395)"
recall,"(0.019862710563157658, 0.012435808202882186)","(0.02646073251140315, 0.012219211547376842)","(0.04293569073747911, 0.011033494051874947)","(0.06763469267940206, 0.005936656446094597)"
f1,"(0.03291501579375255, 0.02059361794417976)","(0.03744114047087623, 0.017262342222884596)","(0.047034735270029396, 0.012047114121881383)","(0.05105181304541321, 0.004590681246146494)"
ndcg,"(0.13565257336399747, 0.07948728144326896)","(0.09686861922771171, 0.046047645780436665)","(0.07548817648702824, 0.027059062375632627)","(0.08206035457631491, 0.014541563598257028)"
