,Top 25,Top 50,Top 100,Top 200
precision,0.04,0.02,0.01,0.005
recall,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091
f1,0.05555555555555555,0.032786885245901634,0.018018018018018018,0.00947867298578199
ndcg,0.08021827351724288,0.08021827351724288,0.08021827351724288,0.08021827351724288
