,Top 50,Top 100,Top 200,Top N
precision,0.88,0.8,0.625,0.37337662337662336
recall,0.013114754098360656,0.02384500745156483,0.037257824143070044,0.06855439642324888
f1,0.025844346549192366,0.04630969609261939,0.07032348804500704,0.11583983883152857
ndcg,0.905309381408688,0.8371103019563638,0.6831020900971537,0.4330029376830619
