,Top 25,Top 50,Top 100,Top 200
precision,0.44,0.42,0.27,0.155
recall,0.018363939899833055,0.035058430717863104,0.045075125208681135,0.05175292153589316
f1,0.035256410256410256,0.06471494607087827,0.07725321888412018,0.07759699624530664
ndcg,0.5027611202282313,0.4610189523529443,0.3306614134750131,0.21502530960547553
