,Top 50,Top 100,Top 200,Top N
precision,0.0,0.01,0.005,0.0
recall,0.0,0.125,0.125,0.0
f1,0.0,0.018518518518518517,0.009615384615384616,0.0
ndcg,0.0,0.03686966205396862,0.03686966205396862,0.0
