,Top 25,Top 50,Top 100,Top 200
precision,0.024 +/- 0.016,0.015 +/- 0.009,0.01 +/- 0.005,0.006 +/- 0.003
recall,0.084 +/- 0.061,0.105 +/- 0.074,0.126 +/- 0.083,0.15 +/- 0.094
f1,0.035 +/- 0.024,0.025 +/- 0.016,0.017 +/- 0.01,0.011 +/- 0.006
ndcg,0.071 +/- 0.053,0.078 +/- 0.055,0.084 +/- 0.056,0.091 +/- 0.057
