,Top 25,Top 50,Top 100,Top 200
precision,0.023 +/- 0.015,0.015 +/- 0.009,0.009 +/- 0.005,0.006 +/- 0.003
recall,0.084 +/- 0.054,0.105 +/- 0.072,0.118 +/- 0.079,0.134 +/- 0.084
f1,0.035 +/- 0.022,0.025 +/- 0.016,0.016 +/- 0.01,0.01 +/- 0.005
ndcg,0.073 +/- 0.051,0.081 +/- 0.054,0.085 +/- 0.055,0.089 +/- 0.055
