,Top 25,Top 50,Top 100,Top 200
precision,0.024 +/- 0.017,0.015 +/- 0.01,0.009 +/- 0.005,0.006 +/- 0.003
recall,0.087 +/- 0.064,0.108 +/- 0.075,0.125 +/- 0.084,0.148 +/- 0.092
f1,0.035 +/- 0.025,0.025 +/- 0.016,0.016 +/- 0.01,0.011 +/- 0.006
ndcg,0.073 +/- 0.056,0.081 +/- 0.056,0.085 +/- 0.058,0.092 +/- 0.058
