,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.02, 0.025298221281347035)","(0.016, 0.010198039027185569)","(0.011000000000000001, 0.004898979485566356)"
recall,"(0.02222222222222222, 0.04444444444444444)","(0.056862745098039215, 0.07134668783788334)","(0.09215686274509804, 0.05736760328755998)","(0.12614379084967323, 0.05372215055695298)"
f1,"(0.018604651162790697, 0.037209302325581395)","(0.029587357330992096, 0.037343478065256626)","(0.027263508619440824, 0.01731368371909885)","(0.02023421976070689, 0.008978686831458776)"
ndcg,"(0.024342903151482916, 0.04868580630296583)","(0.04212371077248632, 0.058501328713038286)","(0.057013616480860826, 0.05064660169114056)","(0.06994348070473931, 0.05207769406567443)"
