,Top 25,Top 50,Top 100,Top 200
precision,"(0.072, 0.0530659966456864)","(0.08, 0.045607017003965515)","(0.066, 0.01854723699099141)","(0.038, 0.009273618495495704)"
recall,"(0.16363636363636364, 0.12060453783110546)","(0.36363636363636365, 0.20730462274529782)","(0.6, 0.16861124537264918)","(0.6909090909090909, 0.16861124537264918)"
f1,"(0.1, 0.07370277311900889)","(0.13114754098360654, 0.0747656016458451)","(0.11891891891891893, 0.03341844502881335)","(0.07203791469194312, 0.01758031942274067)"
ndcg,"(0.10323217067545301, 0.07189059673927656)","(0.19165835858777186, 0.1061071981631271)","(0.28167747209702265, 0.08737820245257961)","(0.3102843337192618, 0.08434065374151345)"
