,Top 50,Top 100,Top 200,Top N
precision,"(0.032, 0.016)","(0.026000000000000002, 0.007999999999999998)","(0.024, 0.003741657386773941)","(0.012144702842377262, 0.0023962838489652986)"
recall,"(0.010655765945065353, 0.005336629977277874)","(0.017362959262425613, 0.005253218767239762)","(0.03222975565717841, 0.005411631030580989)","(0.06325247120132398, 0.013514070148673967)"
f1,"(0.01598577550974869, 0.008000194006319206)","(0.020817876552857297, 0.006335758569363908)","(0.027507603103051337, 0.004414257710916626)","(0.020374870538549184, 0.004069696919971036)"
ndcg,"(0.04641008957880959, 0.038302226935914126)","(0.03632298838204094, 0.023444210958792854)","(0.03724647681858868, 0.01371510286171519)","(0.05560435246411745, 0.008096540619528317)"
