,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.03333333333333333, 0.06666666666666667)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0037735849056603774, 0.007547169811320754)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.051093512872307546, 0.10218702574461509)","(0.0, 0.0)"
