,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132713)","(0.006, 0.004898979485566356)","(0.006, 0.0037416573867739412)","(0.007692307692307693, 0.015384615384615385)"
recall,"(0.07333333333333333, 0.09043106644167026)","(0.11333333333333333, 0.09333333333333334)","(0.22666666666666666, 0.13727506854649335)","(0.04, 0.08)"
f1,"(0.014415584415584414, 0.017656607168163467)","(0.011392632524707996, 0.009302276920807758)","(0.011688373194411556, 0.007280613459179853)","(0.012903225806451613, 0.025806451612903226)"
ndcg,"(0.029522313357443243, 0.037425585607507604)","(0.03987109992356962, 0.03490019701779443)","(0.0663883659840152, 0.04630816492319918)","(0.017816054043646883, 0.035632108087293765)"
