,Top 50,Top 100,Top 200,Top N
precision,"(0.003389830508474576, 0.006779661016949152)","(0.011864406779661017, 0.023728813559322035)","(0.01694915254237288, 0.03389830508474576)","(0.02033898305084746, 0.040677966101694926)"
recall,"(0.008, 0.016)","(0.014000000000000002, 0.028000000000000004)","(0.01, 0.02)","(0.003896103896103896, 0.007792207792207792)"
f1,"(0.0047619047619047615, 0.009523809523809523)","(0.012844036697247707, 0.025688073394495414)","(0.012578616352201259, 0.025157232704402517)","(0.0065395095367847406, 0.013079019073569481)"
ndcg,"(0.005011072088358714, 0.010022144176717427)","(0.011093534322491215, 0.02218706864498243)","(0.013415252014655196, 0.026830504029310392)","(0.017164157869567355, 0.03432831573913471)"
