,Top 50,Top 100,Top 200,Top N
precision,"(0.16, 0.32)","(0.16, 0.32)","(0.16, 0.32)","(0.04, 0.08)"
recall,"(0.016, 0.032)","(0.008, 0.016)","(0.004, 0.008)","(0.007142857142857143, 0.014285714285714285)"
f1,"(0.02909090909090909, 0.05818181818181818)","(0.015238095238095236, 0.030476190476190473)","(0.007804878048780488, 0.015609756097560976)","(0.012121212121212121, 0.024242424242424242)"
ndcg,"(0.17375898449753163, 0.34751796899506326)","(0.17375898449753163, 0.34751796899506326)","(0.17375898449753163, 0.34751796899506326)","(0.029213669968541293, 0.058427339937082594)"
