,Top 50,Top 100,Top 200,Top N
precision,"(0.006896551724137931, 0.013793103448275862)","(0.006896551724137931, 0.013793103448275862)","(0.006896551724137931, 0.013793103448275862)","(0.006896551724137931, 0.013793103448275862)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.00125, 0.0025)"
f1,"(0.005063291139240506, 0.010126582278481013)","(0.00310077519379845, 0.0062015503875969)","(0.0017467248908296946, 0.003493449781659389)","(0.0021164021164021165, 0.004232804232804233)"
ndcg,"(0.004840639075957296, 0.009681278151914592)","(0.004840639075957296, 0.009681278151914592)","(0.004840639075957296, 0.009681278151914592)","(0.004840639075957296, 0.009681278151914592)"
