,Top 50,Top 100,Top 200,Top N
precision,"(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.03076923076923077, 0.06153846153846154)","(0.015384615384615385, 0.03076923076923077)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)","(0.002352941176470588, 0.004705882352941176)"
f1,"(0.00634920634920635, 0.0126984126984127)","(0.0035398230088495583, 0.0070796460176991175)","(0.003755868544600939, 0.007511737089201879)","(0.004081632653061224, 0.008163265306122448)"
ndcg,"(0.009942460513010813, 0.019884921026021626)","(0.009942460513010813, 0.019884921026021626)","(0.019429978982947647, 0.038859957965895295)","(0.009942460513010813, 0.019884921026021626)"
