,Top 50,Top 100,Top 200,Top N
precision,"(0.044, 0.019595917942265426)","(0.05199999999999999, 0.017204650534085254)","(0.037000000000000005, 0.002449489742783177)","(0.020907297830374753, 0.002951997938283188)"
recall,"(0.022620336013193156, 0.01026964385727521)","(0.05350958565244279, 0.01807744792573371)","(0.07598304473304472, 0.005063533237596384)","(0.10887188208616778, 0.015579361737659798)"
f1,"(0.029878568464575633, 0.013476322342334179)","(0.05274216889435841, 0.017630106751777376)","(0.04976455771611885, 0.003287469822284128)","(0.035077564744262754, 0.004960778189975044)"
ndcg,"(0.03802753319598121, 0.020068999350948285)","(0.04667079496231934, 0.017934813886645917)","(0.06044594216109885, 0.008786119900170072)","(0.07861282634220164, 0.012019069553762482)"
