,Top 50,Top 100,Top 200,Top N
precision,"(0.06, 0.033466401061363026)","(0.054000000000000006, 0.020591260281974)","(0.032999999999999995, 0.006782329983125268)","(0.02057142857142857, 0.0030476190476190477)"
recall,"(0.029967186874749897, 0.01660561964286555)","(0.054262547124112805, 0.020468074009522493)","(0.06672441608222236, 0.013941979969302335)","(0.10935759566984689, 0.01745891413243906)"
f1,"(0.039968705547652916, 0.022192829885118844)","(0.05412556640279413, 0.020524559333900638)","(0.044154319978565275, 0.009113737184298552)","(0.03462614949182241, 0.005186114497369852)"
ndcg,"(0.057934561956073424, 0.036943927348309605)","(0.05445862435192195, 0.026150243465988005)","(0.06034460713318942, 0.019574141173878932)","(0.0836532437609863, 0.007200008759651396)"
