,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.02)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0018181818181818182, 0.0036363636363636364)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.003884478686520341, 0.007768957373040682)","(0.0, 0.0)"
