,Top 50,Top 100,Top 200,Top N
precision,"(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.046153846153846156, 0.09230769230769231)","(0.015384615384615385, 0.03076923076923077)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.006)","(0.0024691358024691358, 0.0049382716049382715)"
f1,"(0.00634920634920635, 0.0126984126984127)","(0.0035398230088495583, 0.0070796460176991175)","(0.005633802816901408, 0.011267605633802816)","(0.00425531914893617, 0.00851063829787234)"
ndcg,"(0.008603000256580944, 0.017206000513161887)","(0.008603000256580944, 0.017206000513161887)","(0.0329937870287679, 0.0659875740575358)","(0.008603000256580944, 0.017206000513161887)"
