,Top 50,Top 100,Top 200,Top N
precision,"(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)","(0.04, 0.08)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.006896551724137931, 0.013793103448275862)"
f1,"(0.007272727272727273, 0.014545454545454545)","(0.003809523809523809, 0.007619047619047618)","(0.001951219512195122, 0.003902439024390244)","(0.01176470588235294, 0.02352941176470588)"
ndcg,"(0.02624101550246836, 0.05248203100493672)","(0.02624101550246836, 0.05248203100493672)","(0.02624101550246836, 0.05248203100493672)","(0.02624101550246836, 0.05248203100493672)"
