,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.03333333333333333, 0.06666666666666667)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.001, 0.002)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.001941747572815534, 0.003883495145631068)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.038184173235786927, 0.07636834647157385)","(0.0, 0.0)"
