,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.0)","(0.014000000000000002, 0.008)","(0.008, 0.004)","(0.013333333333333332, 0.007619047619047618)"
recall,"(0.05281733746130031, 0.0032254653908703403)","(0.07386996904024767, 0.04213591581383212)","(0.08386996904024768, 0.04120723262566166)","(0.07386996904024767, 0.04213591581383212)"
f1,"(0.028992923580853498, 0.00046718001962505254)","(0.02353084823673059, 0.013445565497521956)","(0.014603799499955045, 0.007291431097464815)","(0.022581914331041775, 0.012903391047133988)"
ndcg,"(0.03570741354062671, 0.012068646234643429)","(0.044494275564789396, 0.0188307232997622)","(0.0483287389268157, 0.018178433552455322)","(0.044494275564789396, 0.0188307232997622)"
