,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.016)","(0.024, 0.048)","(0.05600000000000001, 0.11200000000000002)","(0.032, 0.064)"
recall,"(0.004, 0.008)","(0.006, 0.012)","(0.007000000000000001, 0.014000000000000002)","(0.00583941605839416, 0.01167883211678832)"
f1,"(0.005333333333333334, 0.010666666666666668)","(0.009600000000000001, 0.019200000000000002)","(0.012444444444444444, 0.024888888888888887)","(0.009876543209876543, 0.019753086419753086)"
ndcg,"(0.006143784046987351, 0.012287568093974702)","(0.016968344490356647, 0.033936688980713295)","(0.05572231225352803, 0.11144462450705606)","(0.022293908237194827, 0.044587816474389655)"
