,Top 50,Top 100,Top 200,Top N
precision,"(0.010526315789473684, 0.021052631578947368)","(0.021052631578947368, 0.042105263157894736)","(0.021052631578947368, 0.042105263157894736)","(0.021052631578947368, 0.042105263157894736)"
recall,"(0.004, 0.008)","(0.004, 0.008)","(0.002, 0.004)","(0.003669724770642202, 0.007339449541284405)"
f1,"(0.005797101449275362, 0.011594202898550725)","(0.006722689075630253, 0.013445378151260507)","(0.0036529680365296807, 0.007305936073059361)","(0.00625, 0.0125)"
ndcg,"(0.007439953207012929, 0.014879906414025857)","(0.024810142303483804, 0.04962028460696761)","(0.024810142303483804, 0.04962028460696761)","(0.024810142303483804, 0.04962028460696761)"
